PromedioAcumulado,AsistenciaPct,HorasEstudioSem,TareasEntregadasPct,Parcial1,Parcial2,DificultadMateria,IntentosReprobados,PromedioFinal,Aprobado
3.92,83.4,18.9,77.5,2.97,4.21,3,0,3.501352891769983,1
3.31,84.7,13.4,77.3,2.98,3.25,3,1,2.7207053005278916,0
3.97,85.1,6.7,88.8,2.64,4.39,4,0,3.396760640630637,1
3.31,90.9,15.5,89.6,3.48,3.37,3,1,3.3991915404915725,1
4.3,74.0,9.7,70.7,4.17,3.86,4,0,3.461332068687916,1
3.67,82.3,9.4,89.3,3.96,3.56,3,0,3.4015480417772044,1
4.3,75.7,11.3,68.9,3.72,4.66,4,0,3.348064841650297,1
3.91,74.7,8.1,100.0,3.39,3.79,4,0,3.4830861581288612,1
2.43,88.5,7.7,63.1,3.01,4.2,5,0,3.239539176740549,1
2.99,85.8,19.8,88.7,3.61,3.14,3,0,3.58014598734956,1
4.42,79.6,14.9,82.6,4.08,3.6,3,0,3.5696204740890063,1
3.45,79.1,12.6,91.5,3.36,4.07,4,0,3.267981142975307,1
2.72,71.9,10.3,74.4,3.09,2.59,3,1,2.5925026431605205,0
3.36,95.5,4.3,100.0,4.69,3.43,3,0,3.465948899197325,1
3.42,83.6,14.1,74.9,2.9,3.21,4,2,2.4511077588588797,0
4.24,68.8,8.0,95.7,4.22,2.73,3,0,2.814553817901786,0
3.19,85.7,9.1,47.1,2.84,2.33,4,0,2.3642206461537283,0
3.55,77.4,13.6,77.6,3.15,3.92,1,0,3.7587427949140553,1
4.15,79.0,3.7,99.0,4.26,3.16,3,0,3.2287862498628197,1
3.37,94.9,9.5,83.6,3.78,2.25,3,1,2.9642992293411043,0
3.18,82.6,10.8,100.0,3.35,4.2,3,0,3.4772038249764283,1
3.79,100.0,12.9,100.0,4.69,3.27,1,0,3.8386093290584515,1
4.0,100.0,8.2,59.3,2.77,3.27,2,1,3.0268388740294876,1
3.57,98.7,3.9,100.0,3.98,4.54,3,0,3.8582940451209367,1
3.92,74.4,10.8,93.0,4.47,2.96,2,0,3.4754485839959557,1
3.34,99.0,6.5,87.7,3.63,3.86,2,2,3.4333168915039565,1
2.62,79.3,12.2,57.3,3.69,4.07,4,0,3.3077180147675618,1
4.04,90.0,14.4,95.4,3.76,4.17,5,0,3.4778271911414778,1
3.1,98.8,10.8,97.1,2.56,2.24,5,1,2.3178797274514356,0
3.3,73.8,5.1,73.7,3.12,4.33,2,1,2.9917783937173867,0
3.72,86.2,10.9,100.0,4.39,3.39,3,0,3.416277266278857,1
4.09,86.2,10.9,60.3,3.03,3.59,2,0,3.209330043149297,1
3.56,76.3,7.1,80.7,3.32,4.31,1,0,3.814231190999716,1
3.35,66.9,15.3,100.0,2.71,3.94,4,1,2.976528777162835,0
4.34,92.2,10.8,70.0,3.09,2.88,2,0,3.220251140254048,1
3.45,70.9,10.8,74.7,4.02,4.69,2,0,3.8490839215295782,1
3.47,91.5,10.1,71.4,2.63,3.74,3,0,3.156424188021776,1
2.81,83.1,17.0,74.7,2.35,4.11,2,1,3.3323122881360248,1
3.66,98.4,16.2,78.6,4.29,2.9,3,0,3.3323108783135256,1
4.32,73.7,8.7,74.7,3.6,3.67,3,0,3.1836930764107576,1
2.87,84.2,13.8,100.0,2.78,3.46,3,0,3.016385746939887,1
3.25,100.0,9.9,71.3,3.96,3.0,4,2,2.808019946796845,0
3.58,77.9,12.9,76.7,2.82,2.85,3,0,2.578722417305886,0
3.87,100.0,7.2,66.6,3.45,3.99,3,0,3.572535200191412,1
3.75,77.2,9.2,60.3,3.0,3.62,3,0,3.224091157590179,1
3.62,86.6,3.6,87.2,2.31,4.04,4,0,2.9749905734602784,0
3.27,76.5,10.0,100.0,4.34,3.2,2,0,3.424675172185862,1
4.28,90.2,6.5,100.0,3.09,3.28,3,0,3.4047364493988557,1
2.55,72.4,4.7,91.0,4.59,3.77,2,0,3.5719455282728676,1
4.17,79.6,10.5,80.3,3.67,4.18,2,1,3.6438049281268556,1
4.61,79.9,5.7,100.0,3.23,3.74,4,0,3.1353403204131958,1
3.97,77.9,7.4,78.7,2.83,3.39,3,0,2.9400737774744483,0
3.3,99.7,17.7,99.8,3.63,4.65,5,0,3.9750702849084307,1
3.74,77.3,6.1,70.6,3.95,3.15,3,1,3.285499973861297,1
3.02,86.2,8.8,100.0,4.28,2.99,1,0,3.700210243579165,1
3.12,100.0,5.8,78.1,4.02,4.36,5,0,3.4736948734985456,1
3.87,87.5,15.6,100.0,3.42,5.0,2,2,3.852790272286644,1
3.89,60.1,10.9,100.0,3.97,4.34,3,0,3.5037461637325245,1
3.78,100.0,14.5,83.4,3.32,3.31,3,0,3.638314522317696,1
3.0,96.2,11.7,80.7,4.65,4.32,3,0,4.047080065763198,1
4.78,97.9,10.9,100.0,3.36,2.69,2,1,3.3042319175788153,1
3.89,98.4,12.3,91.4,3.98,2.76,3,0,3.374119948227012,1
3.54,84.1,2.9,99.9,2.05,4.31,3,0,2.8829028920522597,0
3.64,70.3,5.4,92.5,3.94,3.52,2,1,3.4147797438683,1
3.3,94.9,12.0,85.6,3.87,4.27,1,0,4.112412772359078,1
3.17,68.0,11.3,92.6,4.95,4.02,3,0,3.786324963709293,1
4.84,70.7,5.6,83.0,3.3,3.65,3,0,3.0562524285023525,1
3.18,84.9,10.4,64.1,4.74,3.46,3,0,3.616884977714602,1
3.27,95.4,8.9,86.7,3.63,3.53,3,0,3.2635374318474013,1
3.43,78.2,14.0,73.1,4.67,3.79,3,0,3.6467786848292834,1
3.24,78.9,11.0,68.1,3.84,2.81,3,0,3.128025373220845,1
3.61,100.0,11.5,76.0,3.21,4.14,3,0,3.6459914645818996,1
3.39,94.3,7.1,62.5,4.6,2.65,3,2,3.065996176175828,1
3.54,89.5,8.7,33.5,3.35,5.0,4,0,3.1698602894192094,1
3.44,99.8,6.6,90.7,3.35,4.47,3,1,3.490543402299807,1
3.48,91.0,10.1,71.5,3.79,3.18,2,1,3.3832749832728757,1
2.83,73.8,10.0,84.3,3.62,4.75,3,1,3.8383632900900273,1
3.44,72.9,12.8,77.6,3.99,3.11,4,0,3.3337250380534114,1
3.54,83.5,14.9,95.3,3.78,4.6,2,0,4.154434344887476,1
3.46,82.2,9.8,73.0,4.0,3.95,4,0,3.428002290846638,1
3.47,100.0,1.1,61.1,3.99,4.68,3,0,4.082094575983753,1
4.06,83.9,15.4,92.8,2.74,2.81,3,0,3.0830569419658915,1
3.34,100.0,12.6,44.4,2.21,4.44,5,0,2.905867039493982,0
4.11,88.8,6.6,83.3,3.8,2.38,3,0,2.8586242618100943,0
4.61,93.3,25.0,83.1,3.12,3.64,3,0,3.690504722844218,1
3.28,55.5,10.3,89.7,3.04,2.24,3,1,2.1884350840919136,0
3.79,100.0,7.5,100.0,3.41,3.38,3,0,3.2960932014322544,1
3.72,77.4,8.3,74.3,3.79,3.69,4,0,3.008775650831652,1
3.63,96.1,14.0,87.0,3.51,4.53,2,1,3.8019046968423287,1
2.79,69.2,7.6,89.7,4.11,3.3,3,0,3.1557784080440285,1
4.04,100.0,4.1,81.4,2.97,4.66,3,0,3.343779491804434,1
3.41,69.4,15.1,67.6,4.89,4.75,1,0,4.548355532237457,1
4.18,75.1,9.9,56.8,4.26,3.11,4,0,3.1604163355426222,1
3.59,80.4,8.0,69.6,3.38,4.8,1,0,3.770952855894546,1
4.17,81.1,13.6,59.3,5.0,2.93,4,0,3.5445473342657037,1
3.86,81.7,10.5,61.0,1.96,2.29,5,0,2.0223512531235355,0
3.98,88.8,8.7,80.8,4.33,3.62,1,0,3.669275786803738,1
3.91,74.3,9.0,60.4,3.63,3.54,3,0,3.18018328828914,1
3.53,88.3,11.5,89.2,4.45,3.27,1,0,4.00023734403259,1
3.42,100.0,14.5,63.1,3.26,3.14,5,1,2.9408315889559553,0
3.82,74.3,11.8,92.4,2.8,4.02,3,0,3.169858836944882,1
3.95,83.9,17.1,65.6,3.77,2.55,3,1,2.944209862550323,0
3.6,93.5,4.6,90.4,3.25,4.02,4,0,3.2327705407512615,1
3.99,67.9,6.3,83.0,3.79,3.56,5,0,3.0421602867609607,1
3.23,72.0,2.8,88.6,3.85,2.84,4,1,2.700415291512815,0
3.73,90.4,8.3,73.8,2.48,3.19,2,0,3.0718688717265654,1
4.17,81.6,16.7,72.7,4.23,2.84,1,1,3.4798583752415846,1
3.73,87.2,12.5,100.0,1.62,4.24,3,0,3.3143840429395977,1
3.54,89.1,13.2,64.9,5.0,3.41,2,1,4.0335790704256445,1
4.05,68.3,11.3,68.0,3.78,2.74,2,1,2.986638237051946,0
4.39,100.0,7.3,50.6,3.1,4.12,3,0,3.570526377183111,1
3.9,83.9,15.9,69.1,2.45,4.04,3,2,3.3253849957363126,1
2.81,84.3,7.8,57.8,4.02,3.27,2,0,3.5591712286937147,1
3.22,83.1,9.3,100.0,3.87,4.18,5,0,3.3165098882708395,1
4.11,90.5,17.6,90.3,3.54,3.55,4,2,3.3023065587385587,1
3.36,92.6,12.2,70.6,3.34,4.27,2,1,3.782346841815971,1
3.64,55.8,13.5,92.1,4.07,2.7,3,0,3.115883013305058,1
3.34,93.0,8.2,38.0,2.02,4.23,4,0,3.0120064370140303,1
4.03,72.3,4.5,63.5,2.67,4.12,3,2,2.895324750930181,0
3.87,79.7,4.7,90.9,4.01,4.95,1,0,4.408800126102627,1
3.28,74.2,7.5,62.6,3.26,3.58,4,0,3.030662233804236,1
4.03,79.4,8.9,70.3,4.11,3.58,3,0,3.277020500512647,1
4.06,81.4,10.0,94.1,2.89,3.76,3,1,2.8556001509196673,0
3.9,82.7,10.9,85.8,3.53,3.95,3,1,3.117232502876702,1
3.72,68.3,10.5,61.5,3.24,3.68,2,2,2.9787463010234227,0
5.0,85.1,12.7,74.5,4.74,4.12,2,0,4.2349904713303035,1
2.89,89.6,11.1,70.6,3.32,3.33,3,0,3.1428655820826457,1
3.46,84.0,14.0,69.6,4.35,4.09,4,0,3.750072176005207,1
3.6,79.2,11.7,71.0,3.8,4.29,1,1,4.117086717489695,1
4.24,75.5,10.6,98.4,2.95,4.39,2,2,2.9785415715397363,0
3.47,58.0,7.3,68.0,3.88,3.89,3,0,3.175421701395467,1
4.17,89.9,12.2,97.7,3.81,3.95,4,0,3.430869433995483,1
3.32,87.6,4.9,92.9,2.63,3.55,5,0,2.606904138372246,0
3.84,80.8,15.0,94.4,3.34,3.56,3,2,3.0842985261699085,1
4.04,68.1,14.1,87.9,3.62,4.61,3,0,3.5447180384989574,1
3.3,82.9,9.0,88.0,4.64,3.07,3,0,3.3263259793549684,1
4.0,79.2,8.4,83.2,4.17,3.01,3,2,3.047893101036857,1
4.33,98.3,13.8,72.2,3.3,3.99,3,0,3.583912640730115,1
3.56,96.2,9.8,100.0,2.52,2.6,3,0,2.605530772864324,0
3.12,77.0,13.6,73.8,4.47,3.88,4,0,3.594407524148826,1
3.46,92.3,14.2,78.4,4.0,3.43,4,1,3.4075749450295967,1
3.57,73.8,7.0,90.0,2.49,3.21,3,0,2.728054222839177,0
4.09,97.7,4.0,87.0,2.59,4.65,3,0,3.4455776956117785,1
3.16,86.8,9.6,60.8,3.11,3.74,3,0,3.25944928701013,1
3.93,100.0,13.6,77.4,4.63,2.34,3,0,3.4013305862564627,1
3.89,78.0,9.8,77.1,2.99,2.77,4,0,2.902194540755404,0
3.85,97.5,14.1,99.6,3.04,4.4,4,1,3.518789729610981,1
4.22,99.6,5.5,87.1,1.82,3.49,4,0,2.4471339699613153,0
3.75,80.3,2.7,100.0,3.46,5.0,1,0,3.963017874563979,1
3.33,71.3,10.3,78.7,5.0,2.98,3,0,3.3775045322571318,1
3.58,92.5,5.9,79.2,4.19,4.44,4,2,3.459542873204028,1
3.64,75.1,8.2,78.8,3.88,4.41,4,0,3.5370950719937833,1
3.36,81.5,9.3,86.8,3.18,2.6,4,0,2.4564893006783453,0
2.88,76.8,14.2,100.0,2.5,3.29,2,0,2.9779470237373293,0
3.67,100.0,13.1,81.6,4.13,4.62,3,0,3.8659936594895576,1
3.73,85.5,8.2,66.7,3.45,4.61,4,1,3.2638337476724253,1
3.58,88.4,14.6,84.9,3.94,3.62,3,0,3.388733491487979,1
3.63,85.0,18.5,69.9,2.26,3.68,5,0,2.8015286269388615,0
3.15,77.3,10.1,71.8,4.01,2.9,3,0,3.088998689895726,1
2.4,90.9,15.1,82.9,4.99,4.61,4,0,4.219795025481562,1
3.47,94.2,18.4,100.0,3.06,4.13,4,0,3.3931566956739627,1
2.93,78.7,12.9,75.7,1.73,2.69,2,0,2.4909946793557323,0
3.78,85.9,8.9,84.5,4.45,3.66,2,2,3.688928832199535,1
3.07,95.5,12.2,79.7,1.4,4.42,4,1,2.680198807162955,0
3.58,73.2,6.3,90.1,4.48,3.6,4,0,3.1795764027520574,1
3.45,83.3,7.4,45.7,3.55,4.12,3,0,3.6822983370130884,1
3.23,93.2,8.4,75.8,5.0,3.43,3,2,3.487094606545512,1
4.1,74.8,10.1,78.1,2.64,3.73,1,0,3.15416968347442,1
3.03,86.3,11.2,83.8,3.87,4.01,2,0,3.549527243634525,1
2.42,79.6,6.2,91.5,2.28,3.9,4,0,2.9315611448769996,0
2.99,77.9,16.7,100.0,4.63,3.54,4,1,3.325482303255438,1
4.36,78.0,9.6,81.5,4.06,3.38,4,0,3.005401332864506,1
3.47,71.6,8.3,100.0,3.89,4.21,1,1,3.6841197766146676,1
4.14,62.7,16.4,92.1,4.3,4.83,3,0,4.043299367001245,1
3.59,75.4,13.4,97.1,2.53,4.08,2,0,3.408021175935984,1
4.2,89.1,11.7,86.4,3.99,2.54,3,0,3.14820418067006,1
3.19,75.2,11.6,85.1,4.94,2.98,2,0,3.642391441530282,1
3.74,80.5,10.3,100.0,2.74,3.21,2,0,3.16613543631195,1
4.0,71.2,10.0,86.7,4.33,2.05,1,0,3.0189754911538005,1
2.97,86.4,10.9,87.9,4.11,4.58,2,0,4.240956155398453,1
3.09,100.0,13.3,66.3,3.13,2.9,5,0,3.1464974273292245,1
3.47,90.6,7.3,80.1,3.59,3.91,3,0,3.4360692515125932,1
3.84,82.4,12.1,75.1,5.0,3.52,3,0,3.7941724083840227,1
3.2,89.1,7.5,94.3,3.94,3.68,3,0,3.5134224949615493,1
4.17,96.8,15.9,88.1,5.0,3.42,2,0,4.2048920339265115,1
4.08,95.0,8.8,89.6,3.46,2.8,2,0,3.163057928142207,1
3.57,96.2,8.4,76.6,4.0,4.94,4,1,3.611709171831918,1
3.82,87.4,2.7,73.8,3.39,2.87,2,0,2.9165144644614966,0
3.97,100.0,8.1,84.6,3.91,3.2,5,0,2.9753290473916687,0
4.03,81.4,13.9,98.2,3.03,4.67,2,0,3.7157887890244985,1
3.85,99.5,16.0,66.4,2.53,3.59,3,0,3.3073675930121147,1
3.31,92.1,2.6,72.9,3.23,3.85,2,2,3.255092181867808,1
2.78,78.5,5.5,100.0,4.92,4.12,5,0,3.5225728368258222,1
3.68,67.7,12.0,64.5,2.15,4.69,3,0,3.005704806240081,1
4.22,87.0,8.4,97.2,3.73,3.84,4,0,3.3353576416249573,1
4.27,68.8,19.6,54.9,3.52,3.05,1,1,3.4268740677318292,1
3.76,87.2,12.4,71.0,3.7,2.57,3,0,3.1479339556258275,1
3.37,75.3,14.6,92.2,2.94,3.97,3,0,3.0583098112156275,1
4.06,93.0,14.6,72.4,4.39,4.27,3,0,4.29513655122155,1
3.05,71.7,10.0,74.6,3.56,2.73,2,0,2.870510231934421,0
3.29,100.0,7.0,54.6,5.0,3.46,3,0,3.9070734314707614,1
2.88,87.7,19.5,66.2,2.81,3.42,4,0,3.12477941264102,1
4.1,67.8,7.7,56.8,4.17,2.77,3,0,3.236673163404228,1
2.78,92.7,7.7,60.7,3.63,5.0,5,0,3.3173926427748937,1
3.8,68.9,11.2,90.9,3.32,2.3,3,1,2.3784667939829354,0
4.76,90.9,8.7,60.6,2.59,3.8,3,0,3.226138023903768,1
3.8,76.8,6.3,84.3,5.0,3.38,1,0,3.874280626076651,1
3.12,100.0,10.9,78.3,3.07,3.08,4,0,2.898555719618759,0
3.39,84.3,11.0,63.6,4.0,3.71,4,1,3.1554881106577963,1
2.85,63.4,10.8,62.3,3.18,4.47,3,0,3.49950539526864,1
3.15,83.2,4.3,88.7,4.41,5.0,2,0,3.9052474746476236,1
3.24,75.1,4.5,89.9,2.92,3.88,3,0,3.424565129758145,1
3.18,99.5,9.8,97.9,4.76,3.47,4,0,3.730952537561411,1
3.67,88.2,14.8,77.5,2.91,3.28,3,0,3.04938538058715,1
2.21,80.7,14.0,72.9,3.75,2.89,3,0,3.2184458996695504,1
2.98,89.2,10.1,52.5,3.68,4.76,5,0,3.546162675834469,1
3.89,93.6,5.4,79.8,3.36,4.34,4,0,3.2341038607806767,1
4.65,92.9,13.9,59.1,2.96,3.42,2,2,3.1208809318079798,1
3.82,62.6,17.8,71.4,3.39,3.96,4,0,3.3866538829632766,1
3.18,98.6,13.4,75.0,3.76,3.32,5,1,3.0542840976575554,1
4.02,66.7,17.0,64.6,2.86,4.7,3,0,3.4781488115202963,1
4.15,95.9,13.3,100.0,3.04,4.1,2,0,3.8316906193607525,1
3.22,79.0,16.5,100.0,2.77,4.43,1,0,3.662717500173666,1
3.17,81.6,11.6,100.0,3.61,3.95,2,0,3.5595721717527313,1
4.41,82.1,4.3,100.0,5.0,3.72,4,1,3.4580792438388523,1
3.06,86.0,10.7,87.1,3.69,3.95,3,2,3.3995557338674085,1
4.48,97.6,12.3,94.3,2.88,3.97,4,0,3.095813984732085,1
3.88,98.0,5.5,92.0,3.58,4.08,4,0,3.523381166211983,1
4.24,86.9,1.0,73.8,4.1,3.81,2,0,3.418135390332107,1
4.11,93.3,10.5,98.4,3.87,3.84,2,0,3.612307789242658,1
4.12,82.7,11.0,71.5,4.1,3.62,3,0,3.2888138530443958,1
3.03,81.5,10.1,97.7,2.49,3.73,1,0,3.2472791730735664,1
3.96,93.6,15.8,93.0,4.04,3.52,2,0,3.608528885809546,1
4.23,95.4,13.9,77.3,3.98,3.34,2,0,3.6443787542505492,1
3.48,79.1,14.9,62.8,2.96,3.16,3,2,2.7807918151803332,0
2.61,100.0,14.3,92.1,5.0,4.0,3,0,4.099192488418854,1
2.94,98.2,8.7,66.1,2.35,3.8,2,0,3.3238397179348094,1
2.81,67.3,8.9,86.6,4.64,3.12,2,0,3.4422398327802877,1
3.41,76.6,7.2,85.2,3.31,4.55,4,1,3.1067271869716064,1
2.9,78.6,13.0,82.1,3.43,3.61,5,0,2.8508864171987307,0
3.29,81.3,3.1,83.9,3.88,4.74,1,1,3.779846427881371,1
4.61,74.1,8.9,76.1,2.38,4.0,5,0,2.503710036769685,0
4.02,83.4,9.1,66.9,5.0,2.2,1,0,3.3358735575297205,1
3.91,87.1,8.5,88.2,3.76,3.61,3,0,3.380664497696636,1
4.17,100.0,10.3,100.0,2.63,2.69,3,1,2.707039978700872,0
2.96,95.8,6.7,95.2,3.39,3.38,2,0,3.3835326304622306,1
3.13,100.0,14.6,90.4,3.56,3.53,2,0,3.7859616018420272,1
3.65,72.0,14.0,73.1,3.71,4.45,3,0,3.623095220992865,1
3.27,86.3,13.4,100.0,3.02,4.0,2,0,3.4257232009614023,1
3.41,83.6,13.4,88.3,4.42,3.6,4,0,3.6315255236437154,1
3.91,83.7,20.1,84.8,4.47,3.55,1,0,4.001415868290855,1
4.07,79.2,10.8,91.9,4.99,2.96,3,0,3.7192984099967306,1
3.87,80.6,9.9,65.1,3.85,3.63,2,2,3.2214619684700754,1
4.17,81.0,18.2,83.6,4.43,3.99,2,0,3.9947817908209657,1
2.27,92.3,8.7,92.8,4.82,4.18,3,0,3.984802864759094,1
4.61,88.3,7.7,81.3,2.33,4.46,1,1,3.5352629506093276,1
4.01,78.2,13.1,57.0,5.0,4.25,4,0,3.9115998996856716,1
3.42,94.4,10.5,91.4,4.14,3.59,3,0,3.8834237491578576,1
2.86,69.5,18.0,76.3,3.13,2.86,3,0,2.783347228980024,0
3.51,93.1,11.5,98.6,3.47,3.21,3,1,3.1356250650870057,1
3.2,90.0,8.7,79.5,3.28,3.34,3,0,3.2928084927018415,1
4.21,74.9,13.7,67.6,2.74,3.23,5,0,2.6752528324325544,0
3.94,87.2,5.3,82.9,4.55,2.43,5,0,2.724906304419181,0
3.28,74.4,8.1,81.8,5.0,3.22,2,1,3.4288086938116122,1
2.9,89.6,13.5,94.4,2.17,3.4,1,0,3.1092237251171904,1
3.48,69.1,6.0,87.0,4.86,2.31,3,0,2.9925056513991883,0
4.1,89.7,8.7,69.1,3.57,3.42,3,0,3.2851576636668955,1
3.87,64.0,13.9,88.5,4.01,3.4,3,0,3.0697611114588983,1
2.9,89.7,14.9,93.8,2.86,3.78,2,2,3.0379282194062065,1
3.34,72.9,13.5,68.2,3.55,3.59,3,0,3.265660473054232,1
4.09,87.0,0.0,83.0,4.59,4.56,1,0,4.173045671367375,1
3.53,94.8,11.6,64.0,2.7,4.42,4,0,3.3962505506398974,1
3.57,73.1,15.0,100.0,4.06,3.56,3,0,3.7670826278129663,1
4.54,58.9,18.1,95.2,4.33,3.79,3,0,3.7080368648439372,1
3.07,70.7,5.4,73.5,3.26,3.82,3,0,3.062011973959774,1
4.16,79.8,5.0,72.5,2.83,2.89,3,0,2.5425256603682485,0
3.39,72.8,11.2,79.4,3.47,3.42,4,1,3.0218067654897562,1
3.42,66.3,4.6,79.3,4.84,3.04,2,0,3.324967649356277,1
3.69,73.9,9.3,76.9,4.11,3.5,3,1,3.122500074089919,1
3.76,96.6,12.0,79.4,4.43,3.76,5,1,3.452213754281005,1
3.91,99.5,13.9,64.1,2.17,2.25,4,1,2.4281517156980366,0
3.52,70.5,12.1,63.6,3.31,4.04,2,0,3.3424326397756228,1
3.94,90.1,14.0,64.3,3.45,4.48,2,0,4.070358998334018,1
3.67,89.3,13.7,83.1,2.76,5.0,3,1,3.6197803743105497,1
3.33,75.2,11.1,96.1,3.23,2.64,3,0,2.6173779323711326,0
2.98,100.0,11.4,100.0,3.75,2.35,2,0,3.218584849117584,1
3.92,83.3,16.6,100.0,3.04,4.8,4,0,3.780664499878772,1
3.75,85.6,13.0,68.0,3.32,3.41,4,1,3.006770077518483,1
3.27,66.8,13.3,98.0,4.23,3.52,3,1,3.2071719792408935,1
2.89,90.8,10.9,82.3,3.17,3.09,1,0,3.1490089216635724,1
3.31,66.5,4.8,88.6,4.28,3.03,4,0,2.7857480172949076,0
2.62,86.7,9.2,100.0,3.41,3.69,3,0,3.2991088352159976,1
4.09,79.4,11.3,99.3,3.05,5.0,4,1,3.739382712970444,1
3.54,78.1,15.0,70.9,4.56,3.62,2,0,3.8120979203580143,1
3.73,77.9,16.7,75.5,3.69,4.03,3,0,3.7619094340974812,1
3.4,98.8,9.0,78.7,1.68,2.97,4,0,2.5211081935423447,0
4.49,94.4,14.5,82.7,2.14,3.59,3,0,3.2576442509322643,1
3.95,93.4,6.4,86.3,3.03,3.82,1,0,3.9413401116120594,1
3.41,84.3,11.3,100.0,3.27,3.63,2,1,3.4768951372663963,1
3.43,75.6,14.1,78.3,3.78,3.36,3,0,3.35651040196128,1
3.29,79.1,18.1,74.5,3.68,4.73,3,0,4.122118783717773,1
3.53,78.1,6.0,82.7,2.92,3.51,1,2,3.238882448314915,1
3.79,88.3,5.8,71.7,3.54,3.57,2,0,3.4563547091496276,1
3.77,88.2,17.0,100.0,3.33,3.87,4,1,3.2785587086819334,1
3.47,85.1,16.7,63.2,3.19,3.39,3,0,3.352544219011542,1
4.33,94.4,10.9,48.7,3.17,4.33,3,0,3.700715062618881,1
2.6,82.3,12.0,67.2,5.0,2.44,3,0,3.093405337452152,1
3.31,89.8,8.5,48.8,2.73,3.32,3,0,3.116084762885603,1
3.94,72.4,9.4,85.1,2.87,4.48,3,2,3.1905254667607603,1
4.3,100.0,3.2,61.0,3.43,3.93,3,0,3.80912391825212,1
3.7,94.8,10.1,100.0,4.59,2.99,3,0,3.455295266305657,1
4.35,77.1,10.6,83.2,3.5,3.17,3,1,2.816339430370273,0
4.46,93.9,18.3,75.4,3.75,3.85,3,0,3.6688177120023417,1
3.42,93.4,16.0,61.8,5.0,2.37,3,0,3.6033417079592835,1
3.18,68.2,12.2,82.9,3.82,3.88,3,0,3.3447423701510677,1
3.17,95.2,6.2,100.0,2.88,4.13,5,1,2.689295346097266,0
2.89,74.4,8.1,51.4,4.52,3.59,3,0,3.122401719589628,1
2.99,91.1,9.1,92.1,3.61,4.0,3,0,3.670992255196211,1
3.13,100.0,14.1,67.4,3.36,5.0,2,1,3.9426523948970744,1
3.02,88.6,3.4,97.1,2.85,3.64,3,0,3.0868937605255695,1
4.11,100.0,9.2,68.4,3.64,2.91,3,0,3.1830894031772328,1
3.38,93.1,9.8,100.0,2.94,3.09,2,1,3.211158486376888,1
2.91,83.9,4.1,88.9,3.54,3.96,4,0,3.26490107672867,1
3.41,83.4,13.8,64.7,3.39,3.48,3,1,3.417559044504334,1
3.73,89.0,0.8,65.8,4.37,3.57,4,0,3.185990358550152,1
3.47,84.6,9.1,76.7,2.59,4.76,5,0,3.141877718487956,1
3.49,67.9,9.9,64.2,2.98,3.45,2,0,2.9674288465258947,0
2.69,81.2,15.7,55.9,4.02,3.18,4,0,3.120473408169014,1
4.06,77.0,12.8,98.5,3.19,3.97,4,0,3.151417019329379,1
3.42,93.1,2.7,50.9,3.0,4.32,4,0,3.4626534273411034,1
2.95,77.6,6.3,100.0,3.64,4.52,3,1,3.4194413953173606,1
3.55,89.3,3.9,73.6,3.32,5.0,2,2,3.7695472684156193,1
3.35,86.2,9.6,86.8,2.57,4.91,1,0,4.179873915927916,1
3.66,81.9,6.9,100.0,2.01,3.51,2,1,2.6282933255748393,0
4.88,78.6,9.1,90.3,4.59,3.77,1,0,3.717929764581556,1
3.23,85.9,5.6,70.3,4.03,3.31,2,0,3.5171200203565443,1
3.97,85.7,7.1,100.0,4.68,2.77,4,0,3.1481880687906636,1
3.44,77.3,13.0,52.3,2.47,4.69,5,0,3.169841041036009,1
3.41,82.4,13.0,83.3,5.0,2.81,3,0,3.5438144483221934,1
4.23,82.1,6.1,99.3,3.51,3.69,3,0,3.161486681253394,1
3.69,89.8,0.4,73.0,2.3,3.89,2,0,3.217777102587602,1
4.41,85.3,14.4,64.4,4.11,4.65,1,0,4.35965626131046,1
3.57,87.2,9.8,61.3,3.09,4.34,3,1,3.670874800706657,1
4.28,86.0,7.5,78.5,4.63,3.79,1,0,3.763250472627265,1
3.43,81.3,5.4,50.1,2.77,3.25,4,0,2.8404919900642795,0
3.26,79.8,8.8,51.3,4.29,1.77,3,0,2.8670374412860036,0
3.82,97.6,9.4,70.3,2.47,2.56,4,0,2.363321944054377,0
3.66,77.1,12.8,73.3,3.4,3.55,1,0,3.404200212062471,1
2.93,100.0,19.0,84.8,4.15,4.26,4,1,4.056929772634145,1
3.7,100.0,7.5,75.1,4.51,3.13,4,0,3.305789045714474,1
3.22,78.4,15.2,69.7,1.98,3.8,1,1,2.9606465180620654,0
4.01,90.8,7.9,98.8,3.86,3.54,2,0,3.702148493892061,1
3.27,90.6,8.1,85.3,4.26,3.42,3,0,3.3627832646869584,1
3.42,92.5,2.5,100.0,3.19,3.68,4,0,2.830599672758934,0
3.09,89.3,3.3,79.7,3.23,4.04,5,0,2.942226724065164,0
4.1,75.3,2.4,55.3,1.92,3.43,2,1,2.671592318579014,0
3.81,99.6,15.0,69.6,3.75,3.84,3,0,3.637163081916682,1
4.74,100.0,12.2,62.1,3.47,3.83,3,0,3.4255103266905786,1
4.23,79.7,16.4,82.0,3.13,2.86,3,0,3.1033347275196252,1
3.38,77.6,4.6,82.4,3.24,4.66,4,1,3.3367990881708662,1
2.82,64.7,9.0,61.6,2.93,4.78,3,1,3.4470257214139197,1
